Station/Location;Date;tre200s0;rre150z0;sre000z0;gre000z0;ure200s0;tde200s0;dkl010z0;fu3010z0;fu3010z1;prestas0;pp0qffs0;pp0qnhs0;ppz850s0;ppz700s0;dv1towz0;fu3towz0;fu3towz1;ta1tows0;uretows0;tdetows0
TAE;202309171940;17.40;0.00;0.00;2.00;87.70;15.30;169.00;2.90;4.00;951.10;1012.70;1014.30;-;-;-;-;-;-;-;-
COM;202309171940;17.60;0.00;0.00;0.00;90.40;16.00;308.00;4.00;5.80;953.70;1019.70;1021.50;-;-;-;-;-;-;-;-
ABO;202309171940;14.40;0.00;0.00;2.00;76.00;10.20;272.00;5.80;16.60;868.90;-;1019.10;1511.40;-;-;-;-;-;-;-
AIG;202309171940;17.40;0.00;0.00;0.00;87.30;15.30;225.00;4.30;6.10;968.40;1012.50;1013.50;-;-;-;-;-;-;-;-
ALT;202309171940;26.00;0.00;0.00;0.00;36.60;10.00;139.00;32.00;57.20;962.40;1011.40;1014.20;-;-;-;-;-;-;-;-
ARH;202309171940;21.90;0.00;0.00;0.00;59.60;13.70;323.00;5.40;11.90;966.50;1011.70;1013.50;-;-;-;-;-;-;-;-
AND;202309171940;19.30;0.00;0.00;0.00;54.80;10.00;169.00;15.80;28.10;907.00;-;1020.90;1543.40;-;-;-;-;-;-;-
ANT;202309171940;16.80;0.00;0.00;0.00;63.00;9.70;238.00;24.80;38.20;861.10;-;1023.40;1546.20;-;-;-;-;-;-;-
ARO;202309171940;13.10;0.00;0.00;2.00;60.40;5.60;337.00;5.00;7.90;816.30;-;1024.50;1537.00;-;-;-;-;-;-;-
RAG;202309171940;23.40;0.00;0.00;0.00;46.30;11.20;134.00;28.10;41.00;958.00;1013.80;1016.50;-;-;-;-;-;-;-;-
BAN;202309171940;-;-;0.00;1.00;-;-;-;-;-;-;-;-;-;-;93.00;5.00;7.90;20.60;66.70;14.20
BAS;202309171940;25.00;0.00;0.00;0.00;57.90;16.10;123.00;4.70;12.60;974.60;1010.40;1012.10;-;-;-;-;-;-;-;-
LAT;202309171940;13.10;0.00;0.00;2.00;74.60;8.70;127.00;2.90;7.60;-;-;-;-;-;-;-;-;-;-;-
BER;202309171940;19.00;0.00;0.00;0.00;83.20;16.10;76.00;1.10;2.90;949.20;1012.00;1014.10;-;-;-;-;-;-;-;-
BEZ;202309171940;19.40;0.00;0.00;3.00;93.20;18.30;77.00;0.70;1.40;974.60;1012.20;1013.30;-;-;-;-;-;-;-;-
BIA;202309171940;18.40;0.00;0.00;1.00;93.60;17.30;358.00;3.60;6.10;987.00;1019.50;1020.20;-;-;-;-;-;-;-;-
BIN;202309171940;16.20;0.00;-;-;64.40;9.50;44.00;16.60;32.80;-;-;-;-;-;-;-;-;-;-;-
BIZ;202309171940;17.30;0.00;0.00;1.00;94.40;16.40;178.00;5.80;7.60;954.60;1012.70;1014.20;-;-;-;-;-;-;-;-
BIV;202309171940;10.40;0.00;-;-;78.10;6.80;107.00;4.30;13.30;-;-;-;-;-;-;-;-;-;-;-
BIE;202309171940;17.10;0.00;0.00;3.00;83.60;14.30;301.00;4.30;8.30;935.30;-;1015.00;1493.40;-;-;-;-;-;-;-
